,id,text,created_at,retweet_count,favorite_count,coordinates,place,source,rumour,user_id,user_verified,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,user_statuses_count,text_orig,text_lemma
181,544307417677189121,hostage situation sydney fans friends staying sydney stay safe keep praying,Mon Dec 15 01:46:15 +0000 2014,129,33,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,606437303,False,75977,310,109,1383,6660,"HOSTAGE SITUATION IN SYDNEY
To all our fans and friends staying in Sydney, stay safe and keep praying... http://t.co/Sq62BaKeTz",hostage situation sydney fan friend stay sydney stay safe keep pray 
182,544309006500888576,update latest footage sydney shows man holding female hostage human shield,Mon Dec 15 01:52:34 +0000 2014,101,30,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",yes,171802941,True,26429,1644,357,337,64149,UPDATE: The latest footage from Sydney #siege shows a man holding a female hostage as a human shield. #9News http://t.co/HlvsOlSjmn,update late footage sydney show man hold female hostage human shield 
183,544309060883845120,vision confirms perpetrator using young woman shield paces around view windows amp police outside,Mon Dec 15 01:52:47 +0000 2014,320,115,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,205242337,True,114885,505,495,451,4583,Vision now confirms #sydneysiege perpetrator is using young woman as a shield as he paces around in view of windows &amp; police outside.,vision confirm perpetrator use young woman shield pace around view window amp police outside 
184,544309275141885952,approximately hostages may held captive cafe local reports,Mon Dec 15 01:53:38 +0000 2014,432,91,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,64643056,True,824767,460,13366,23,102611,Approximately 50 hostages may be held captive at #Lindt café – local reports http://t.co/1ZlzKDjvSf #sydneysiege http://t.co/NvLr5kyQG8,approximately hostage may hold captive cafe local report 
185,544313370892324864,know,Mon Dec 15 02:09:55 +0000 2014,247,62,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,1960878613,True,2062,136,39,44,629,#Sydneysiege: what we know http://t.co/rhQ4TLeqHE http://t.co/t0RBx9kS69,know 
186,544317438079139841,harley confirms speaking hostage inside cafe says gunman listening multiple radio stations inside cafe,Mon Dec 15 02:26:04 +0000 2014,126,17,,,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",yes,76628896,True,26763,1146,361,13,220,HADLEY confirms he is speaking to a hostage inside the cafe. He says the gunman is listening to multiple radio stations inside the cafe.,harley confirm speak hostage inside cafe say gunman listen multiple radio station inside cafe 
187,544319274072817664,ray harley says spoke hostage could hear gunman background barking orders demanding go live air,Mon Dec 15 02:33:22 +0000 2014,140,58,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,25777812,True,15056,389,228,6181,670,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air",ray harley say spoke hostage could hear gunman background barking order demand go live air 
188,544326597055369216,least one armed offender holding undisclosed number hostages says sydney police,Mon Dec 15 03:02:28 +0000 2014,552,123,,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",yes,5402612,True,12525643,3,101797,0,22389,"At least one armed offender holding an undisclosed number of hostages, says Sydney police #sydneysiege http://t.co/6yS0ePNdeI",least one armed offender hold undisclosed number hostage say sydney police 
189,544328894812549121,hostagetakers suicide belts demand radio convoy report,Mon Dec 15 03:11:36 +0000 2014,562,142,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,64643056,True,824828,460,13364,23,102619,"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO",hostagetaker suicide belt demand radio convoy report 
190,544329204314406912,authorities yet direct contact hostage taker sydney cafe official says,Mon Dec 15 03:12:50 +0000 2014,461,196,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,428333,True,21720848,109,160154,13,36663,"Authorities have not yet had direct contact with the hostage taker at a Sydney café, official says. http://t.co/02SVSxOrFt",authority yet direct contact hostage taker sydney cafe official say 
191,544333020023754752,sydney siege hostages australian cafe forced hold black white islamic flag windows,Mon Dec 15 03:27:59 +0000 2014,180,25,,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",yes,87818409,True,2996400,1081,34937,130,102231,Sydney siege: hostages in Australian cafe forced to hold black and white Islamic flag to windows http://t.co/7Xz4S0xgoN #sydneysiege,sydney siege hostage australian cafe force hold black white islamic flag window 
192,544334939374641152,martin place sydney opera house amp state library evacuated due follow blog,Mon Dec 15 03:35:37 +0000 2014,108,32,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,2768501,True,490216,1063,8463,1530,141694,"Martin Place, Sydney Opera House &amp; State Library evacuated due to #sydneysiege follow our blog
http://t.co/4MUc9ivwbK http://t.co/s6hCQ8QOAs",martin place sydney opera house amp state library evacuate due follow blog 
193,544338622078410752,sydney siege hostages australian cafe forced hold black white islamic flag windows,Mon Dec 15 03:50:15 +0000 2014,241,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,2866454240,False,39,31,1,0,705,RT @guardian: Sydney siege: hostages in Australian cafe forced to hold black and white Islamic flag to windows http://t.co/i2sx7hWU4K #sydn…,sydney siege hostage australian cafe force hold black white islamic flag window 
194,544515097625108480,cpr performed least sydney siege ended australia abc reports,Mon Dec 15 15:31:30 +0000 2014,985,306,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,428333,True,21715077,109,160154,13,36656,"CPR being performed on at least 2 after Sydney siege, which has now ended, Australia's ABC reports http://t.co/Y62bZ2YYa5",cpr perform least sydney siege end australia abc report 
195,544516079129993216,reports medics given cpr two persons unknown whether hostages stage,Mon Dec 15 15:35:24 +0000 2014,155,54,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",yes,22993014,True,139950,1163,932,54,81156,Reports medicos have given CPR to two persons. It is unknown whether they are hostages at this stage. #SydneySiege #9News,report medic give cpr two person unknown whether hostage stage 
196,544516381031792642,breaking least pol officer injured hostages taken away stretches,Mon Dec 15 15:36:36 +0000 2014,225,36,,,"<a href=""http://www.GroupTweet.com"" rel=""nofollow"">GroupTweet</a>",yes,16834659,True,150387,84766,2733,1665,114440,"BREAKING  @SkyBusiness: @campricenews: ""At least 1 pol officer injured/4 hostages taken away on stretchers"" #sydneysiege (@carsonscottLIVE)",break least pol officer injure hostage take away stretch 
197,544516530160300032,police shootout ends hour siege martin place,Mon Dec 15 15:37:12 +0000 2014,128,39,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",yes,16675569,True,306933,1767,4260,487,84693,Police shootout ends 16-hour siege in Martin Place. #sydneysiege http://t.co/OoutIlaTo6,police shootout end hour siege martin place 
198,544517624114081793,nsw police confirmed siege sydney cbd police officer reportedly among several injured,Mon Dec 15 15:41:32 +0000 2014,372,85,,,"<a href=""http://www.skynews.com.au"" rel=""nofollow"">Sky News Aust Breaking News</a>",yes,16834659,True,150428,84767,2735,1665,114442,"#BREAKING: NSW police have confirmed the siege in Sydney's CBD is now over, a police officer is reportedly among the several injured.",nsw police confirm siege sydney cbd police officer reportedly among several injure 
199,544518335019229184,least two people died following people treated paramedics,Mon Dec 15 15:44:22 +0000 2014,251,45,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,491960101,False,4301,1733,123,3837,31867,#BREAKING: At least two people have died following the #SydneySiege. 5 people are being treated by paramedics.,least two people die follow people treat paramedic 
200,544518841020473345,reports appears over two people confirmed dead three serious condition,Mon Dec 15 15:46:23 +0000 2014,257,70,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,126629610,True,20994,886,518,283,11362,"#BREAKING @CNN reports #sydneysiege appears to be over. Two people are confirmed dead, three in serious condition.",report appear over two people confirm dead three serious condition 
201,544519166582337536,police confirm finally over two people reportedly injured suffering gunshot wounds,Mon Dec 15 15:47:40 +0000 2014,236,59,,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",yes,18424289,True,689860,359,13826,24,51855,Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds. http://t.co/5YzRcTkbme,police confirm finally over two people reportedly injure suffer gunshot wound 
202,544519245087121408,breaking news people died people treated paramedics sydney sky news,Mon Dec 15 15:47:59 +0000 2014,164,2,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,292777349,False,201693,3540,2221,298,21775,BREAKING NEWS: 2 PEOPLE HAVE DIED AND 5 PEOPLE BEING TREATED BY PARAMEDICS IN SYDNEY. SKY NEWS,break news people die people treat paramedic sydney sky news 
203,544519694401941504,breaking people killed serious condition hostage siege sydney cafe ends australian broadcaster,Mon Dec 15 15:49:46 +0000 2014,763,93,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",yes,2097571,True,2926898,385,24061,208,74290,BREAKING: 2 people killed and 3 in serious condition as hostage siege at Sydney café ends -- Australian broadcaster. http://t.co/Cbx2v3sNMa,break people kill serious condition hostage siege sydney cafe end australian broadcaster 
204,544519788752818176,ends shootout leaving two dead injured,Mon Dec 15 15:50:08 +0000 2014,121,21,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,16343974,True,745531,263,9456,77,197907,#Sydneysiege ends with shootout leaving two dead and more injured http://t.co/vsG9BlxKOk,end shootout leave two dead injure 
205,544520042810200064,over confirmed dead,Mon Dec 15 15:51:09 +0000 2014,101,22,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,442653867,False,74034,389,105,8743,24891,"#sydneysiege is over. 2 confirmed dead, #PrayForSydney #PrayForSydneyHostages #Sydney #hostages",over confirm dead 
206,544521166543548416,sadly stage two confirmed deaths described cardiac arrest incredibly sad,Mon Dec 15 15:55:37 +0000 2014,366,98,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",yes,87261221,False,2076,248,68,0,116196,"Sadly, at this stage, there are two confirmed deaths from what is described as cardiac arrest. Incredibly sad. #SydneySiege",sadly stage two confirm death describe cardiac arrest incredibly sad 
207,544268900351766528,police operation underway heart sydney cbd one block martin place blocked,Sun Dec 14 23:13:12 +0000 2014,115,18,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",no,16215478,True,19256,320,619,2,23366,#BREAKING A police operation is underway in the heart of Sydney's CBD with one block of Martin Place blocked off.,police operation underway heart sydney cbd one block martin place block 
208,544274797640044544,australian police operation way sydney,Sun Dec 14 23:36:38 +0000 2014,164,29,,,"<a href=""http://news.sky.com"" rel=""nofollow"">SkyNews Alerts - Latest</a>",no,7587032,True,1732670,17,14521,1,120347,Australian Police Operation Under Way In Sydney http://t.co/FHC09vZ3yP,australian police operation way sydney 
209,544275574642835456,prayers needed situation happening sydney right,Sun Dec 14 23:39:43 +0000 2014,198,298,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,27964284,True,219410,378,3479,146,9814,Prayers needed for the situation happening in Sydney right now.,prayer need situation happen sydney right 
210,544275733607366656,going end well sydney wake britain coming,Sun Dec 14 23:40:21 +0000 2014,121,86,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,374712154,False,93651,4311,358,12235,32377,This is not going to end well in Sydney . Wake up Britain it's coming here.,go end well sydney wake britain come 
211,544277607723048961,careful post sydney siege feeds bad guys actionsreactions emergency responders need clear air,Sun Dec 14 23:47:48 +0000 2014,155,69,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,17641218,True,7028,163,173,94,18078,Careful what you post about #Lindt Sydney siege; it feeds into bad guys' actions/reactions. Emergency responders need clear air.,careful post sydney siege feed bad guy actionsreaction emergency responder need clear air 
212,544278202743402496,every citizen sydney obligation help police etal maintain operational security around lint cafe tweet police moves,Sun Dec 14 23:50:10 +0000 2014,299,106,,"{'full_name': 'Sydney, New South Wales', 'url': 'https://api.twitter.com/1.1/geo/id/0073b76548e5984f.json', 'country': 'Australia', 'place_type': 'city', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[150.520928608, -34.1183470085], [151.343020992, -34.1183470085], [151.343020992, -33.578140996], [150.520928608, -33.578140996]]]}, 'contained_within': [], 'country_code': 'AU', 'attributes': {}, 'id': '0073b76548e5984f', 'name': 'Sydney'}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,499696436,False,1253,1826,51,17466,1012,Every citizen of Sydney has an obligation to help Police etal maintain operational security around Lindt Cafe. Do NOT tweet Police moves,every citizen sydney obligation help police etal maintain operational security around lint cafe tweet police move 
213,544280391226761218,happening sydney happen uk inevitable political leaders blood hands,Sun Dec 14 23:58:52 +0000 2014,212,143,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,374712154,False,93650,4311,358,12235,32376,"What's happening in Sydney will happen in the uk it's inevitable, and our political leaders will have blood on their hands",happen sydney happen uk inevitable political leader blood hand 
214,544280617160949760,one fully knows happening know antimuslim ignorant speculation needed,Sun Dec 14 23:59:46 +0000 2014,248,158,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,11741632,False,5618,1904,236,21010,38911,No one fully knows what is happening with the #sydneysiege but we do know anti-muslim and ignorant speculation isn't needed.,one fully know happen know antimuslim ignorant speculation need 
215,544280650455728129,developing major police operation underway martin place sydney central business district police tell news,Sun Dec 14 23:59:53 +0000 2014,101,29,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",no,28785486,True,3776717,860,36877,560,99542,"DEVELOPING: Major police operation underway at Martin Place in Sydney's central business district, police tell @ABC News.",develop major police operation underway martin place sydney central business district police tell news 
216,544281012708970497,especially kind today sydney especially muslim friends let good people judged actions,Mon Dec 15 00:01:20 +0000 2014,119,105,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",no,25808907,False,757,1351,37,293,3472,"Be especially kind to each other today, Sydney. Especially to our Muslim friends - don't let good people be judged by the actions of a few.",especially kind today sydney especially muslim friend let good people judge action 
217,544283374911627264,lingering doubts threat radical islam global well lethal via,Mon Dec 15 00:10:43 +0000 2014,420,303,,,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",no,49279876,False,75684,119,2067,4,257,If you have any lingering doubts that the threat of radical Islam is global as well as lethal ... http://t.co/iKxnrd3Xal via @smh,linger doubts threat radical islam global well lethal via 
218,544284599996526592,plea media tweet tactical information police positions sydney siege,Mon Dec 15 00:15:35 +0000 2014,415,152,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,17668544,False,13416,5498,561,62,20073,Plea to media - do not tweet tactical information about police positions in Sydney siege,plea medium tweet tactical information police position sydney siege 
219,544287332061298688,tweet police movements tweet photos police faces location anything seriously simple,Mon Dec 15 00:26:26 +0000 2014,285,147,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,123746182,False,477,1202,10,1046,4030,"DO NOT TWEET POLICE MOVEMENTS. Don't tweet photos of police, their faces, their location, anything. Seriously. It's simple #sydneysiege",tweet police movement tweet photos police face location anything seriously simple 
220,544288856263360512,major police operation way sydney australia police advise avoiding central business district,Mon Dec 15 00:32:30 +0000 2014,1074,424,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,428333,True,21717773,109,160152,13,36657,"A major police operation is under way in Sydney, Australia; police advise avoiding Central Business District. http://t.co/02SVSxOrFt",major police operation way sydney australia police advise avoid central business district 
221,544290995462889472,crews sydney ave male thrown story balcony pd say arrival male conscious amp smoking cigarette,Mon Dec 15 00:41:00 +0000 2014,211,225,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,58360124,False,72226,666,822,13,8057,#Coquitlam crews are on Sydney Ave after a male was thrown off a 3 story balcony. PD say on arrival male is conscious &amp; smoking a cigarette,crews sydney ave male throw story balcony pd say arrival male conscious amp smoking cigarette 
222,544292798887784449,thoughts prayers r w australian tonight america never forget you stood w us,Mon Dec 15 00:48:10 +0000 2014,153,148,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,28096105,True,120527,132489,1444,19708,24833,#sydneysiege #sydneycafesiege our thoughts and prayers r w all Australians tonight. America will NEVER forget that u stood w us after 9/11,thought prayer r w australian tonight america never forget stand w 
223,544293069957259264,please post share tactical informationpolice movements social media,Mon Dec 15 00:49:15 +0000 2014,147,122,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,20512260,False,9588,1520,271,5481,14238,Please don't post /share tactical information/police movements on social media! #sydneysiege,please post share tactical informationpolice movement social medium 
224,544293177596067840,cnn able rule sydney tea party australian hostage crisis,Mon Dec 15 00:49:40 +0000 2014,163,130,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,379479080,False,18440,13529,368,12499,51855,CNN hasn't been able to rule out the Sydney Tea Party in the Australian hostage crisis.,cnn able rule sydney tea party australian hostage crisis 
225,544293716140126208,fear criminals want show fear media must calm wait information stop speculation thanks,Mon Dec 15 00:51:49 +0000 2014,139,68,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,2832527047,False,4036,3734,51,255,769,"Fear is what criminals want. Show no fear. The media must calm down and wait for information, and stop the speculation. Thanks. #sydneysiege",fear criminal want show fear medium must calm wait information stop speculation thank 
226,544293739221368832,praying safety emergency services involved operation sydney cbd amp inside cafe,Mon Dec 15 00:51:54 +0000 2014,118,108,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,83687045,False,13693,547,278,54,1569,@NSWAmbulance Praying for the safety of all emergency services involved in the @nswpolice operation in Sydney CBD &amp; those inside the cafe,pray safety emergency service involve operation sydney cbd amp inside cafe 
227,544294274674593792,police requesting photos lint cafe siege shared social media,Mon Dec 15 00:54:02 +0000 2014,252,58,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,497534338,False,11272,11927,95,420,3460,Police are requesting that no photos of the Lindt cafe siege are shared on social media #MartinPlaceSiege #SydneySiege #MartinPlace,police request photo lint cafe siege share social medium 
228,544294618758520832,sydney police gov officials asking public site tweet info could practically important,Mon Dec 15 00:55:24 +0000 2014,183,50,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",no,850302560,False,4421,2692,65,4139,3195,"Sydney police and gov't officials asking public on site not to tweet info about #MartinPlaceSiege because could be ""tactically important""",sydney police gov official ask public site tweet info could practically important 
229,544295960449265664,nsw police police urge media responsible reporting speculation because unnecessary alarm,Mon Dec 15 01:00:44 +0000 2014,150,62,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",no,21548431,True,4534,2556,161,49,7612,"NSW Police: ""Police urge the media to be responsible in their reporting. Speculation can cause unnecessary alarm."" #SydneySiege",nsw police police urge medium responsible reporting speculation because unnecessary alarm 
230,544296373466562560,nsw police police urge media responsible reporting speculation because unnecessary alarm,Mon Dec 15 01:02:22 +0000 2014,265,162,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",no,142957691,True,80778,4553,978,4707,45025,"NSW Police: ""Police urge the media to be responsible in their reporting. Speculation can cause unnecessary alarm."" #SydneySiege",nsw police police urge medium responsible reporting speculation because unnecessary alarm 
231,544296465619619840,somebody forget tell radical islamic guns banned australia,Mon Dec 15 01:02:44 +0000 2014,103,54,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,19806962,False,19519,1228,445,30945,85629,Did somebody forget to tell that radical Islamist that guns are banned in Australia?!?! #BadGuysDontFollowGunLaws. #sydneysiege,somebody forget tell radical islamic gun ban australia 
232,544297331906973696,terrorist attack sydney major police operation way sydney australia,Mon Dec 15 01:06:11 +0000 2014,367,3,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",no,63604619,False,7352,322,45,648,38102,"A terrorist attack in Sydney.
A major police operation is under way in Sydney, Australia.
http://t.co/XpJSqGJzn8 http://t.co/rdMiU10SNI",terrorist attack sydney major police operation way sydney australia 
233,544298334354411521,obviously deeply concerning incident australian prime minister says unfolding situation sydney,Mon Dec 15 01:10:10 +0000 2014,647,290,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,428333,True,21717839,109,160152,13,36658,"“This is obviously a deeply concerning incident,” Australian Prime Minister says on unfolding situation in Sydney. http://t.co/02SVSxOrFt",obviously deeply concern incident australian prime minister say unfold situation sydney 
234,544298354029506560,look like fuck wit make stories relating unless read police believe,Mon Dec 15 01:10:14 +0000 2014,201,339,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,21477475,True,142069,463,232,1156,46392,You only look like a fuck wit when you make up stories relating to the #sydneysiege - Unless you read it from the police - don't believe it,look like fuck wit make story relate unless read police believe 
235,544298507868200961,pm tony abbott hold press conference minutes,Mon Dec 15 01:10:51 +0000 2014,114,28,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",no,9609632,True,230609,395,4062,28,55189,PM Tony Abbott will hold a press conference on the #SydneySiege in 20 minutes.,pm tony abbott hold press conference minute 
236,544299273664593920,australian prime minister tony abbott hold news conference live sky news am gt ongoing sydney hostage situation,Mon Dec 15 01:13:54 +0000 2014,104,26,,,"<a href=""http://news.sky.com"" rel=""nofollow"">SkyNews Alerts - Breaking</a>",no,87416722,True,1354048,6,14415,0,26919,Australian prime minister Tony Abbott to hold news conference live on Sky News at 1.30am GMT about ongoing Sydney hostage situation,australian prime minister tony abbott hold news conference live sky news be gt ongoing sydney hostage situation 
237,544299916252573698,let keep mind one associates kkk christianity,Mon Dec 15 01:16:27 +0000 2014,221,198,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",no,34210188,False,196,342,7,521,1286,Let's keep in mind that no one associates the KKK with Christianity #SydneySiege,let keep mind one associate kkk christianity 
238,544300369765859328,speaks muslims lu flux plan speaks whites sydney,Mon Dec 15 01:18:15 +0000 2014,456,422,"{'type': 'Point', 'coordinates': [144.8729073, -37.7519251]}","{'full_name': 'Melbourne, Victoria', 'url': 'https://api.twitter.com/1.1/geo/id/01864a8a64df9dc4.json', 'country': 'Australia', 'place_type': 'city', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[144.593741856, -38.433859306], [145.512528832, -38.433859306], [145.512528832, -37.5112737225], [144.593741856, -37.5112737225]]]}, 'contained_within': [], 'country_code': 'AU', 'attributes': {}, 'id': '01864a8a64df9dc4', 'name': 'Melbourne'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",no,238575113,False,10600,2118,241,969,11887,"#ISIS speaks for all Muslims no more than the Klu Klux Klan speaks for all whites. 

#MartinPlaceSiege #auspol #sydneysiege # sydney #siege",speaks muslims lu flux plan speak white sydney 
239,544301012492632064,massive operation hundreds armed police warmed area live,Mon Dec 15 01:20:48 +0000 2014,138,22,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",no,774393817,True,85752,4565,2517,3147,56571,"MASSIVE OPERATION: ""Hundreds of armed police have swarmed the area."" #sydneysiege (LIVE) http://t.co/uq626Z2Sfu http://t.co/oKLjdaWVAk",massive operation hundred armed police warm area live 
240,544301589931241472,australian pm abbott expected speak soon reported hostagetaking incident sydney reports,Mon Dec 15 01:23:06 +0000 2014,112,35,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",no,28785486,True,3776218,860,36873,560,99529,"Australian PM Abbott expected to speak soon on ""reported hostage-taking incident"" in Sydney, @9NewsAUS reports - @WorldNews",australian pm abbott expect speak soon report hostagetake incident sydney report 
241,544301609472122881,love support prayers sydney,Mon Dec 15 01:23:10 +0000 2014,100,155,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,428159786,True,260146,5311,230,2076,16385,"All our love, support and prayers to Sydney &lt;3",love support prayer sydney 
242,544301925735202816,important things remember thanks,Mon Dec 15 01:24:26 +0000 2014,164,94,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",no,357191485,False,1655,2000,19,4528,5974,Important things to remember during #sydneysiege - thanks to @filmvisuality http://t.co/MA73ZCspvd,important thing remember thank 
243,544305999994421249,crucial things consider watching breaking news,Mon Dec 15 01:40:37 +0000 2014,586,315,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",no,156123647,False,21184,332,565,6441,49546,Crucial things to consider when watching breaking news. http://t.co/HjQjv209s3 #Sydney http://t.co/aeMn0dp5qL,crucial thing consider watch breaking news 
244,544306591235710976,people evacuating via small ladders lint cafe photo,Mon Dec 15 01:42:58 +0000 2014,208,67,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",no,16198940,True,43102,2790,1011,953,40871,"People evacuating via small ladders (above the Lindt cafe) #sydneysiege #MartinPlaceSiege
Photo by@John__Donegan http://t.co/G8HhZwnR9h",people evacuate via small ladder lint cafe photo 
245,544339368823894019,pick worst contribution malaria uber daily tele,Mon Dec 15 03:53:13 +0000 2014,138,101,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,60496760,True,592,406,12,945,7617,"Who's your pick for ""worst contribution to #sydneysiege"" - Mamamia, Uber or the Daily Tele? http://t.co/h9HRgIDBRB",pick bad contribution malaria uber daily tele 
246,544346359948910592,hearing hostage situation sydney hope everything calls soon one harmed,Mon Dec 15 04:21:00 +0000 2014,37264,69825,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yes,439125710,True,3200952,9487,30609,697,6918,"Hearing about the hostage situation in Sydney, I hope everything calms soon, and no one is harmed",hear hostage situation sydney hope everything call soon one harm 
247,544350565283532800,people come running lint cafe building including man looked like cafe worker,Mon Dec 15 04:37:42 +0000 2014,180,82,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,156464691,True,41941,397,544,27,29389,"3 people have come running out of the Lindt cafe building, including a man who looked like a cafe worker. #MartinPlaceSiege #sydneysiege",people come run lint cafe building include man look like cafe worker 
248,544350985142173697,hostage situation ongoing sydney business district live updates,Mon Dec 15 04:39:23 +0000 2014,241,82,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,28785486,True,3775887,860,36872,560,99525,"Hostage situation ongoing in Sydney business district.

LIVE: http://t.co/j1ljDbazOw
UPDATES: http://t.co/PD7pVfU9pQ http://t.co/KHoDrDWaeV",hostage situation ongoing sydney business district live update 
249,544351015936331777,reportedly hostages come cafe,Mon Dec 15 04:39:30 +0000 2014,119,52,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",yes,15250661,True,170115,4176,2225,858,104342,Reportedly 3 hostages have come out of the #lindt  cafe #sydneysiege,reportedly hostage come cafe 
